ID,Group,Feature_1,Feature_2,Feature_3
ID450,C,2440.087373726139,390.80322244501104,-2049.284151281128
ID451,C,2434.2001290485887,384.565309486261,-2049.6348195623277
ID452,A,2517.8807925871465,400.7039196954257,5550.122779284311
ID453,A,2375.9165035000647,383.41209781962107,5210.68902140209
ID454,C,2460.097031815304,399.72552548208347,-2060.3715063332206
ID455,C,2427.379093995791,410.84372800734843,-2016.5353659884427
ID456,B,2477.9773103094194,381.49120495815237,4955.954620618839
ID457,C,2462.333241106819,410.552806194855,-2051.780434911964
ID458,B,2630.264472522341,387.0843491694428,5260.528945044682
ID459,A,2360.4784951879074,435.623653166838,4903.317219729532
ID460,A,2658.705964598854,373.567164230656,6108.282072643282
ID461,A,2335.2239966284724,410.67552049193563,4952.294387425739
ID462,A,2734.136851309243,375.2306953657621,6326.25707709892
ID463,A,2416.0363265288183,407.329885780077,5211.4595506860705
ID464,C,2396.8187315935693,396.67204816766395,-2000.1466834259054
ID465,C,2462.314761021604,386.6843699409116,-2075.630391080693
ID466,C,2405.076444442024,401.63359617710137,-2003.4428482649223
ID467,C,2441.580630888286,433.07789387937,-2008.502737008916
ID468,C,2240.923182598768,423.3958906619117,-1817.5272919368563
ID469,B,2419.2354162391084,391.92748346277136,4838.470832478217
ID470,A,2682.9537633825025,404.3095884641613,6027.313347826701
ID471,C,2566.4106326580204,361.8512641021216,-2204.559368555899
ID472,B,2345.724850804617,398.73519892772146,4691.449701609234
ID473,A,2473.728351799519,392.48860110780237,5458.742049859545
ID474,A,2725.9314890848855,397.6370137819052,6189.60939834513
ID475,C,2558.5616511167095,398.21747399070426,-2160.3441771260054
ID476,B,2388.4938173395763,405.0774757267656,4776.9876346791525
ID477,B,2322.981903071785,417.9391572116794,4645.96380614357
ID478,C,2359.221532946716,415.452268526327,-1943.769264420389
ID479,C,2590.1078652411197,405.3929178258834,-2184.7149474152366
ID480,B,2411.424125343158,406.19437571735114,4822.848250686316
ID481,B,2571.57363698778,377.69876017146044,5143.14727397556
ID482,C,2524.6241915712694,397.5334672450163,-2127.090724326253
ID483,C,2573.5740180476514,385.4182210198316,-2188.15579702782
ID484,A,2519.071315270916,397.34791104848176,5570.474390570339
ID485,A,2716.515207525141,424.9474824901015,6024.808210124915
ID486,C,2652.5712368983973,374.444563275392,-2278.1266736230054
ID487,C,2279.188925432006,408.398808048134,-1870.7901173838718
ID488,B,2469.430347235601,385.0797820831402,4938.860694471202
ID489,A,2397.723903857575,391.8693460752786,5233.8249811963315
ID490,B,2429.5506143635594,418.2244398116905,4859.101228727119
ID491,C,2520.366353544132,383.7133436975368,-2136.653009846595
ID492,A,2643.6531307172204,399.8370303344316,5931.774240479503
ID493,B,2436.7052597872075,396.92716311049224,4873.410519574415
ID494,A,2614.4623511478367,410.0418204530421,5793.1779511783
ID495,A,2714.7345149889793,400.9645278752715,6139.380905590581
ID496,B,2799.502193751885,417.11258134488816,5599.00438750377
ID497,C,2354.8041310338076,383.66946908356636,-1971.1346619502413
ID498,C,2249.2780534375365,405.1437145899262,-1844.1343388476103
ID499,B,2697.1934202940756,400.9043203143465,5394.386840588151
ID500,A,2603.8048092754643,397.44548797540733,5824.186987949356
ID501,A,2672.7206144875727,387.5957457129352,6080.183114898042
ID502,B,2772.1083954906417,392.5172747617949,5544.216790981283
ID503,C,2378.9879902021585,394.3589726623103,-1984.629017539848
ID504,B,2404.700850749138,392.2610354325225,4809.401701498276
ID505,A,2261.2641957763885,394.9402842862732,4809.0911658978
ID506,C,2357.136167609221,418.9455329144986,-1938.1906346947226
ID507,C,2293.669531381689,404.75037608420666,-1888.9191552974823
ID508,A,2306.6241922359004,402.1757427104239,4908.9938631555815
ID509,C,2452.1909094202124,374.208368071851,-2077.9825413483613
ID510,C,2579.5513279142197,391.87924363352704,-2187.6720842806926
ID511,A,2296.6738941772637,388.1778704403519,4949.132330330031
ID512,B,2511.807350050991,404.19850371107276,5023.614700101982
ID513,B,2224.1346124883416,411.20894706632026,4448.269224976683
ID514,A,2590.996885177124,404.0874188218041,5752.553561422352
ID515,B,2192.5159865090873,392.11677547140056,4385.0319730181745
ID516,B,2404.123423230544,372.39632192968014,4808.246846461088
ID517,C,2488.4430520054407,396.05601996483495,-2092.387032040606
ID518,B,2500.613198624267,406.3775329017882,5001.226397248534
ID519,A,2483.8256776425965,404.75994619843607,5427.677301935609
ID520,C,2603.1820370488804,410.2746373423039,-2192.9073997065766
ID521,B,2627.67424083091,418.1810207136462,5255.34848166182
ID522,C,2283.096738999785,389.5231748648395,-1893.5735641349454
ID523,B,2574.7594804060927,408.2248639386711,5149.5189608121855
ID524,B,2482.7325026467847,401.0260502535379,4965.465005293569
ID525,A,2603.1283443082048,405.87241974042513,5780.022934222488
ID526,B,2421.6920027801293,378.61056934511583,4843.384005560259
ID527,A,2487.100451464876,396.9764291132183,5476.419208828538
ID528,C,2495.9138868812183,422.9486399328866,-2072.9652469483317
ID529,B,2291.959890190566,408.4906447669922,4583.919780381132
ID530,C,2461.869095109002,392.1935186686333,-2069.675576440369
ID531,C,2479.033756010627,378.4650874385598,-2100.568668572067
ID532,B,2487.484542388469,380.0332171486059,4974.969084776938
ID533,A,2424.435488369053,394.0928836257101,5302.842046978609
ID534,C,2612.050811244738,403.74673735654113,-2208.304073888197
ID535,B,2698.8216940991038,393.6873487412779,5397.6433881982075
ID536,A,2522.731706635969,386.8582336938813,5633.903951438501
ID537,C,2655.6783167176595,414.06246746152004,-2241.6158492561394
ID538,C,2475.5579865527957,377.8586263304996,-2097.699360222296
ID539,B,2510.7391086489465,408.5267558755193,5021.478217297893
ID540,C,2510.165907718719,381.76840666983117,-2128.397501048888
ID541,C,2467.784549472646,387.0172409995858,-2080.7673084730604
ID542,B,2402.5501512471965,397.4011777208503,4805.100302494393
ID543,C,2318.549311278657,416.3768162218226,-1902.1724950568346
ID544,C,2432.8509505674356,404.10492861346097,-2028.7460219539746
ID545,C,2662.4455966249066,384.6586875191377,-2277.7869091057687
ID546,C,2311.997138496446,394.5168690314129,-1917.4802694650332
ID547,A,2174.1260845549737,380.7927063976936,4618.414721676453
ID548,B,2482.961784980728,404.40903374192385,4965.923569961456
ID549,C,2284.49118082877,418.2686767503566,-1866.2225040784137
ID550,C,2379.527603137203,417.45666188619583,-1962.0709412510073
ID551,B,2538.573185058803,417.4362449664475,5077.146370117606
ID552,B,2409.9243163541983,371.04174731581236,4819.8486327083965
ID553,B,2266.196478135707,384.00290417883116,4532.392956271414
ID554,C,2596.334438106702,387.0792589686207,-2209.255179138081
ID555,A,2378.9573536535613,385.8463215471998,5207.640453224685
ID556,C,2701.1874538745205,395.92589990551477,-2305.261553969006
ID557,C,2325.3836356737906,383.55471855317813,-1941.8289171206125
ID558,C,2573.0179132654025,386.4747641564202,-2186.543149108982
ID559,C,2580.91171751561,396.9441325366345,-2183.967584978975
ID560,C,2540.848509185531,399.746168964884,-2141.102340220647
ID561,A,2528.5606799945895,417.81263252619226,5496.618877352807
ID562,B,2422.716664797915,402.6363593927725,4845.43332959583
ID563,C,2404.783177830116,387.43714174181054,-2017.3460360883055
ID564,C,2270.315698254678,420.9875150588415,-1849.3281831958366
ID565,A,2334.049341287147,410.33481552509573,4950.473946235961
ID566,C,2428.168066886798,390.63009026746903,-2037.537976619329
ID567,C,2544.2530958356133,401.4545267165011,-2142.798569119112
ID568,B,2403.161395087375,387.1038414527772,4806.32279017475
ID569,C,2578.5376032261775,378.3921286833161,-2200.1454745428614
ID570,C,2810.08398940048,378.49821814993294,-2431.5857712505467
ID571,C,2460.374490783119,397.5562005623117,-2062.8182902208073
ID572,A,2453.6128368396476,409.54672413248926,5313.104889856497
ID573,C,2411.4045054269086,398.02689855092655,-2013.377606875982
ID574,C,2457.55562910072,383.5700718950152,-2073.985557205705
ID575,B,2610.2679181257777,411.53339604197237,5220.535836251555
ID576,A,2239.9935096553604,381.808087105448,4810.940093438841
ID577,B,2618.2879607062546,400.4199483460978,5236.575921412509
ID578,A,2403.0064923451732,399.1158002994985,5213.4404755380265
ID579,A,2520.036882747522,427.34354934746,5423.392901505267
ID580,C,2466.7794471844445,383.4040366714414,-2083.375410513003
ID581,C,2415.898947358953,388.2561177786892,-2027.6428295802639
ID582,A,2539.469007618,376.96013015538864,5733.606372077057
ID583,A,2357.641916093704,397.4423336174547,5085.7140801938385
ID584,A,2343.280969206726,376.8189553517678,5145.748130861339
ID585,B,2419.894677745638,374.3704748580442,4839.789355491276
ID586,A,2084.385809155454,400.3030276337159,4251.642289297783
ID587,A,2649.1209106222236,414.5489749012629,5874.6178573603565
ID588,C,2414.348403767854,401.85464401319007,-2012.493759754664
ID589,C,2266.4272699833223,398.2206111767973,-1868.206658806525
ID590,C,2712.1506408465502,411.3602651374282,-2300.790375709122
ID591,B,2544.2575369499996,397.3250182229841,5088.515073899999
ID592,B,2670.468338864035,391.8761564389442,5340.93667772807
ID593,A,2555.48328127478,416.8515910369998,5582.191888639341
ID594,A,2503.2558972525007,386.58087823230585,5576.863300595974
ID595,B,2470.8818504180963,394.04548920627445,4941.763700836193
ID596,C,2451.6335310525765,418.6485217707606,-2032.9850092818158
ID597,A,2705.5085834509855,415.7477371398823,6037.787064653545
ID598,C,2475.800414314311,392.99986981658134,-2082.80054449773
ID599,C,2641.3482303804562,383.40491126711174,-2257.9433191133444
ID600,A,2643.3934265681332,391.3644420973843,5973.358069217478
ID601,C,2707.389718793262,390.97969342024675,-2316.4100253730153
ID602,C,2367.273768191148,385.2599967787283,-1982.0137714124198
ID603,A,2313.5190944530386,396.94626797361497,4955.8259434910415
ID604,B,2491.0724865800757,366.96847036520256,4982.1449731601515
ID605,C,2428.756040390203,422.4779504181614,-2006.2780899720415
ID606,A,2604.1879527622305,389.5527563624735,5864.800076474324
ID607,C,2457.8225449096544,411.445355716694,-2046.3771891929605
ID608,B,2409.6224925184893,383.66701041978695,4819.2449850369785
ID609,C,2552.4931183271638,407.82505668819874,-2144.668061638965
ID610,B,2544.777288164761,406.7906416896155,5089.554576329522
ID611,C,2626.883577809656,405.52202499060047,-2221.3615528190553
ID612,A,2421.1904031301847,423.08145680415845,5148.163925369761
ID613,A,2604.9920404144805,373.8226987572781,5945.862627457051
ID614,B,2427.2043328826485,403.0660770779359,4854.408665765297
ID615,B,2445.6335584598737,393.50302986269423,4891.267116919747
ID616,B,2525.431997582554,418.7183942738518,5050.863995165108
ID617,B,2501.5717934278478,394.8553468293359,5003.1435868556955
ID618,B,2497.0307630580232,391.28783122545815,4994.0615261160465
ID619,C,2236.7351186156798,408.3781878970354,-1828.3569307186444
ID620,B,2610.649896531881,386.15017813628464,5221.299793063762
ID621,A,2554.0153500612882,388.94797128690254,5717.306193749351
ID622,A,2765.630470452885,407.7047533029482,6258.3676448439155
ID623,B,2690.790197434833,393.3917453436604,5381.580394869666
ID624,B,3001.622381256766,400.4102294060511,6003.244762513532
ID625,C,2669.266185663583,408.90857143191994,-2260.3576142316633
ID626,A,2399.85810961408,404.97568745683066,5174.695891558087
ID627,A,2648.607388127524,409.6169337657342,5897.7374955539
ID628,B,2384.634145058649,400.56554608197064,4769.268290117298
ID629,C,2670.8092338526912,394.44958037867895,-2276.3596534740122
ID630,C,2542.0422621134053,362.64199256954214,-2179.400269543863
ID631,C,2302.427488762571,367.2552531871039,-1935.1722355754673
ID632,B,2766.6319133924117,393.5935592926602,5533.263826784823
ID633,B,2647.1582083219287,435.5364203019926,5294.316416643857
ID634,C,2422.7469294295142,397.9820151206946,-2024.7649143088197
ID635,A,2503.3206099397953,396.4864796724736,5527.529431457017
ID636,B,2428.766609577698,391.1582403306527,4857.533219155396
ID637,C,2661.4162001514096,419.6745991413394,-2241.74160101007
ID638,C,2667.0132544304747,392.5503706144096,-2274.462883816065
ID639,B,2576.8557194756277,400.50455496151824,5153.711438951255
ID640,A,2619.344857293386,419.80898592790027,5758.989642240656
ID641,A,2589.9129698627203,390.4917694848767,5817.280062163777
ID642,A,2300.7986373342014,426.3870061572854,4770.460881216178
ID643,B,2480.8812101226467,413.887481877225,4961.7624202452935
ID644,A,2678.8776479920366,379.16446690173336,6140.810609467444
ID645,A,2366.290314887425,420.41918688199706,4996.775010252291
ID646,C,2731.225466365811,413.5860992114308,-2317.63936715438
ID647,C,2494.868438780355,387.5570007857587,-2107.3114379945964
ID648,A,2438.713130617116,391.6934937465873,5357.671923118411
ID649,B,2780.333248298179,411.5611286957671,5560.666496596358
ID650,B,2563.2129661558774,403.8658870811139,5126.425932311755
ID651,C,2102.1399221961524,408.0668148518729,-1694.0731073442794
ID652,C,2424.1523554756313,380.33053261960845,-2043.821822856023
ID653,A,2775.456412043,395.1365724201114,6350.6863740284425
ID654,B,2344.2431201927457,393.9123380018754,4688.486240385491
ID655,C,2331.9086708127475,401.1870389784855,-1930.721631834262
ID656,B,2594.2340650681476,397.77176145976443,5188.468130136295
ID657,A,2396.913160962001,374.661476053816,5317.432102616923
ID658,B,2590.3137810910093,410.1820183057934,5180.627562182019
ID659,C,2631.978531302568,409.0667288281161,-2222.911802474452
ID660,C,2481.7517076331533,425.8712502485454,-2055.880457384608
ID661,C,2618.2173605575535,371.0264105584693,-2247.1909499990843
ID662,C,2709.6059530800026,378.211333464134,-2331.3946196158686
ID663,C,2424.984692826565,384.1304008039077,-2040.8542920226573
ID664,A,2466.7439399201853,381.4509603117779,5492.977018201667
ID665,B,2708.667640879092,406.7537140688816,5417.335281758184
ID666,C,2564.6156255304663,421.06403443562016,-2143.551591094846
ID667,C,2677.1092395972632,395.80992431909385,-2281.299315278169
ID668,B,2399.1154612980436,392.87375502248517,4798.230922596087
ID669,C,2521.493052089683,399.0293032354919,-2122.4637488541907
ID670,A,2661.673039238001,386.4636644027329,6052.700795700338
ID671,C,2497.4745903125377,418.64728372008176,-2078.827306592456
ID672,A,2499.2925196442584,408.16773474157156,5457.038885224917
ID673,A,2523.8018568851876,419.94147900165217,5471.6981756473015
ID674,B,2659.508599882801,389.13875788435746,5319.017199765602
ID675,C,2679.8231739365983,413.1041395962497,-2266.7190343403486
ID676,C,2297.4171595693333,402.11641843984745,-1895.300741129486
ID677,B,2382.2833375958135,384.9190772203154,4764.566675191627
ID678,C,2533.768386075212,395.150456007826,-2138.617930067386
ID679,A,2442.46120856606,398.8924769959364,5332.921240718499
ID680,C,2607.783200734438,400.42871965056014,-2207.354481083878
ID681,A,2670.9034818325126,395.8123130138459,6033.648880428309
ID682,C,2623.0390549759036,374.9360308415124,-2248.103024134391
ID683,A,2199.8587967765925,391.1166704566551,4643.993038046502
ID684,A,2678.2071375113524,384.0280071003389,6114.481377032363
ID685,A,2328.822881883402,410.5520560177282,4933.708365561564
ID686,B,2469.4798915316974,414.6964637330922,4938.959783063395
ID687,B,2793.4557805731665,369.25517093679974,5586.911561146333
ID688,B,2664.668501622322,397.97596117058055,5329.337003244644
ID689,C,2667.197596775259,397.90850981445266,-2269.2890869608063
ID690,A,2810.7313636259273,388.6719207695327,6488.834487030118
ID691,A,2731.011271619657,414.19179932549866,6122.074818231477
ID692,B,2352.4593906237133,410.6164473037552,4704.9187812474265
ID693,C,2284.9114823167383,377.3942366627312,-1907.5172456540072
ID694,A,2489.330490194361,397.06444414028306,5482.669249881668
ID695,C,2742.0716114113893,405.723404079798,-2336.3482073315913
ID696,B,2473.5997556429943,373.284066776094,4947.199511285989
ID697,B,2445.3703589001075,382.58448265335636,4890.740717800215
ID698,C,2483.0711371266625,389.3086512115926,-2093.76248591507
ID699,A,2549.273758167463,406.5766248143483,5614.9381504306475
ID700,B,2720.425925133966,391.05349252353096,5440.851850267932
ID701,C,2793.889249792583,395.63576816645894,-2398.253481626124
ID702,B,2406.3590418056287,400.59075740104083,4812.7180836112575
ID703,A,2283.5499920222414,400.16190766055894,4849.84043776393
ID704,B,2549.1165118282493,398.9146882026438,5098.2330236564985
ID705,A,2563.3939500630668,385.5833179396756,5762.265260490822
ID706,B,2262.7891260841616,385.3474056882821,4525.578252168323
ID707,C,2322.94753869502,426.15034408788205,-1896.7971946071377
ID708,A,2452.3218785370973,404.65299386552533,5333.700666283665
ID709,C,2394.7522108500607,419.26815292757885,-1975.484057922482
ID710,A,2455.9664682607163,394.7332589151879,5394.233110206209
ID711,A,2809.4254298583255,407.35246974796786,6391.513940835137
ID712,B,2606.1055271083287,419.7767643259983,5212.211054216657
ID713,C,2652.2828047630815,386.24015625598093,-2266.0426485071007
ID714,B,2573.422513183153,389.3420022495117,5146.845026366306
ID715,B,2407.5665655275043,409.6298763588399,4815.133131055009
ID716,A,2376.6905123779907,381.66515775034804,5221.745748382232
ID717,B,2562.833570262144,406.23581898681977,5125.667140524288
ID718,C,2656.861229569595,414.6106103770131,-2242.250619192582
ID719,C,2592.4362407925673,395.70174208459014,-2196.7344987079773
ID720,B,2592.7280002944694,402.3306325496218,5185.456000588939
ID721,A,2375.623866288952,412.9125124579241,5062.309036577235
ID722,B,2597.201996123932,398.2748232558077,5194.403992247864
ID723,C,2439.464177277005,412.7129804802949,-2026.7511967967102
ID724,B,2921.175891187398,426.77458453220885,5842.351782374796
ID725,A,2468.5869186458613,381.24964190425226,5499.512546416323
ID726,A,2621.788852106038,405.09310500277,5839.9010313042645
ID727,C,2666.926449380129,404.06492081468366,-2262.861528565445
ID728,A,2519.9078516852715,415.41689206699584,5482.639094720835
ID729,B,2462.314505349337,397.69194185572445,4924.629010698674
ID730,B,2273.8268098281374,392.0251766479888,4547.653619656275
ID731,B,2325.710163284565,408.3544412086626,4651.42032656913
ID732,C,2451.130530870841,395.51411726106704,-2055.616413609774
ID733,C,2432.458346569185,383.87570931528995,-2048.582637253895
ID734,B,2782.159755098325,378.48201845612283,5564.31951019665
ID735,C,2283.798049306304,412.6388502784136,-1871.1591990278905
ID736,C,2654.736535973547,397.29448495314745,-2257.4420510203995
ID737,C,2817.4341995359036,405.85899237793365,-2411.57520715797
ID738,C,2214.068047673494,416.80148187612076,-1797.2665657973735
ID739,C,2496.0090991967945,394.9324076606483,-2101.0766915361464
ID740,B,2429.0874944672764,405.0333515540022,4858.174988934553
ID741,B,2534.5644549642006,399.63787641289,5069.128909928401
ID742,C,2407.9267091843903,389.0320008054572,-2018.894708378933
ID743,B,2687.8460025096438,391.9970239669662,5375.6920050192875
ID744,A,2190.8275765724165,402.683814591178,4559.06365676136
ID745,B,2492.486408376717,415.25115888694177,4984.972816753434
ID746,C,2733.258169814118,404.72251222187685,-2328.535657592241
ID747,C,2305.813961030105,388.5980603213992,-1917.2159007087057
ID748,C,2753.8014223219957,388.57829168047505,-2365.2231306415206
ID749,C,2398.546875163851,415.9207561130553,-1982.6261190507958
ID750,A,2550.1022034188127,401.8595197459784,5641.009011526547
ID751,B,2527.753000947063,405.7764357987548,5055.506001894126
ID752,C,2418.321722642074,406.8077754753203,-2011.5139471667535
ID753,B,2665.212847676995,414.9329573555336,5330.42569535399
ID754,B,2502.268481473794,428.5737253371008,5004.536962947588
ID755,A,2385.5047940601576,380.69336813814334,5253.0475414897555
ID756,B,2390.035060763536,380.5352451643067,4780.070121527072
ID757,B,2445.9875959473443,412.50206979628405,4891.975191894689
ID758,B,2380.286745060826,401.11427252717914,4760.573490121652
ID759,C,2567.6397150845405,406.2447291800207,-2161.3949859045197
ID760,B,2521.3813607331826,409.4423711420012,5042.762721466365
ID761,B,2432.6703201752907,392.9013219746844,4865.340640350581
ID762,A,2589.0208095317726,403.7163566851351,5748.480645169642
ID763,A,2508.9410795601184,419.53221767859,5429.162150287406
ID764,A,2541.8218006806196,396.6589263581355,5642.170770251181
ID765,C,2590.939994777295,392.82181058261284,-2198.1181841946823
ID766,A,2550.0710768891045,399.7716832159841,5651.354814587394
ID767,A,2704.9938485328476,406.76584598999744,6081.1523156485555
ID768,A,2448.229472065631,409.5924245494958,5296.726293449414
ID769,B,2633.533571393581,407.2755689450535,5267.067142787162
ID770,C,2191.373818641961,391.57791390472363,-1799.7959047372374
ID771,B,2634.647714290414,404.00974010809125,5269.295428580828
ID772,A,2693.4035811473864,390.93060415800034,6125.557722652158
ID773,A,2498.4656076873,397.95148081091565,5505.639419007321
ID774,B,2495.577451688971,415.05096870175424,4991.154903377942
ID775,C,2436.334244029156,380.8412617179109,-2055.4929823112448
ID776,C,2604.8253768905947,383.78134904938355,-2221.044027841211
ID777,B,2379.940336523576,380.6474629667454,4759.880673047152
ID778,A,2408.865082662836,409.15765135537004,5180.806991211657
ID779,A,2306.104436832741,421.06885723652897,4812.969024315578
ID780,A,2364.6949265625803,376.4800489159355,5211.684535108063
ID781,C,2417.2326702285613,401.7146481334753,-2015.518022095086
ID782,B,2441.1726000941912,384.7607438410303,4882.3452001883825
ID783,C,2451.251930760889,404.78003045632056,-2046.4719003045684
ID784,B,2584.2362756019616,389.4638746282851,5168.472551203923
ID785,A,2460.479072070691,407.7402846786389,5342.735792818878
ID786,A,2415.46536877923,372.6104213103728,5383.343999785826
ID787,C,2315.7011460059566,409.67242908066214,-1906.0287169252945
ID788,B,2367.8517403060514,403.0980546898456,4735.703480612103
ID789,B,2481.674988477251,430.35254573324664,4963.349976954502
ID790,C,2620.110610485634,409.1978946263332,-2210.912715859301
ID791,C,2240.71074934013,430.05676148673143,-1810.6539878533986
ID792,B,2233.22508234444,402.4782447335091,4466.45016468888
ID793,A,2670.207292908053,361.298315346111,6204.130301993605
ID794,A,2707.6311126355963,377.0074977265757,6237.85584927391
ID795,B,2373.1970200458786,398.60037982398643,4746.394040091757
ID796,B,2459.9647471022927,409.3718840096242,4919.929494204585
ID797,C,2482.4246587442403,389.8113912644154,-2092.613267479825
ID798,A,2468.557201605545,425.48752187617475,5278.233995435761
ID799,B,2595.635720362633,415.74938202483486,5191.271440725266
ID800,A,2470.988725989803,414.08294150259985,5342.551470456409
